STRATUM,ADM_STATE,STATE,TRUCKTYPE,TABTRUCKS,HB_STATE,BODYTYPE,ADM_MODELYEAR,VIUS_GVW,MILES_ANNL,MILES_LIFE,MPG,OPCLASS,OPCLASS_MTR,OPCLASS_OWN,OPCLASS_PSL,OPCLASS_PVT,OPCLASS_RNT,TRANSMSSN, TRIP_PRIMARY,TRIP0_50,TRIP051_100,TRIP101_200,TRIP201_500,TRIP500MORE, ADM_MAKE,BUSINESS
11,01,AL,1,3625.7683,AL,01,15,02,1000,151510,16,5,0,0,100,0,0,2,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683, ,01,17,01,0,133205,.,6,.,.,.,.,.,1,8,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,17,01,20,155000,9,5,0,0,100,0,0,1,2,100,0,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,04,01,75000,120005,25,5,0,0,100,0,0,2,2,90,0,0,5,5,04, 
11,01,AL,1,3625.7683,AL,01,12,01,5000,95000,16.8,1,0,0,0,100,0,1,3,5,90,5,0,0,03,03
11,01,AL,1,3625.7683, ,01,17,01,0,146815,.,6,.,.,.,.,.,1,8,.,.,.,.,.,01, 
11,01,AL,1,3625.7683, ,01,17,01,2667,132134,.,5,0,0,100,0,0, ,7,.,.,.,.,.,01, 
11,01,AL,1,3625.7683, ,01,03,01,0,48715,.,6,.,.,.,.,.,2,8,.,.,.,.,.,03, 
11,01,AL,1,3625.7683,AL,01,06,01,15000,112411,20,5,0,0,100,0,0,1,2,80,10,10,0,0,06, 
11,01,AL,1,3625.7683,AL,01,03,01,1000,4000,20,5,0,0,100,0,0,1,2,98,1,0,0,1,04, 
11,01,AL,1,3625.7683, ,01,17,01,3333,132134,.,6,.,.,.,.,.,1,8,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,04,01,19000,71500,17,5,0,0,100,0,0,1,2,70,0,0,0,30,01, 
11,01,AL,1,3625.7683,AL,01,11,01,10000,155966,18,5,0,0,90,10,0,2,2,90,5,4,0,0,18, 
11,01,AL,1,3625.7683,AL,01,05,01,15000,51400,23,5,0,0,100,0,0,1,7,.,.,.,.,.,15, 
11,01,AL,1,3625.7683,AL,01,14,01,9000,128812,18.5,5,0,0,80,20,0,2,5,0,0,0,100,0,04, 
11,01,AL,1,3625.7683,AL,01,10,02,7000,120529,14,5,0,0,100,0,0,1,2,90,10,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,06,01,37721,130440,18,1,0,0,0,100,0,1,3,50,50,0,0,0,04,06
11,01,AL,1,3625.7683, ,01,12,01,13553,147705,.,5,0,0,100,0,0, ,7,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,11,02,1000,145578,12,1,0,0,0,100,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,17,02,2000,100000,10,1,0,0,0,100,0,1,2,50,0,0,0,0,06,03
11,01,AL,1,3625.7683,AL,01,03,01,12000,37000,24,5,0,0,100,0,0,2,7,.,.,.,.,.,15, 
11,01,AL,1,3625.7683,AL,01,02,01,15000,24000,18,5,0,0,100,0,0,1,2,80,10,5,5,0,01, 
11,01,AL,1,3625.7683,AL,01,13,01,5000,109118,15,5,0,0,100,0,0,1,3,0,100,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,06,03,60000,99249,20,1,0,0,0,100,0,2,6,0,0,0,0,100,03,09
11,01,AL,1,3625.7683,AL,01,13,01,50000,109118,21.5,1,0,0,0,100,0,2,2,100,0,0,0,0,04,03
11,01,AL,1,3625.7683,AL,01,03,01,23104,83104,21,5,0,0,100,0,0,1,4,0,0,99,1,0,06, 
11,01,AL,1,3625.7683,AL,01,09,03,10000,175000,17,5,0,0,100,0,0,2,3,25,75,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,09,01,9000,116500,19,5,0,0,100,0,0,1,2,90,0,10,0,0,06, 
11,01,AL,1,3625.7683,AL,01,17,01,2500,138601,5,5,0,0,100,0,0,1,2,100,0,0,0,0,03, 
11,01,AL,1,3625.7683, ,01,10,02,12500,161245,.,5,0,0,100,0,0,1,7,.,.,.,.,.,04, 
11,01,AL,1,3625.7683,AL,01,04,01,5000,21000,16,1,0,0,0,100,0,1,2,95,5,0,0,0,04,14
11,01,AL,1,3625.7683,AL,01,01,02,23000,146000,14,1,0,0,10,90,0,1,2,50,30,10,5,0,01,09
11,01,AL,1,3625.7683,AL,01,17,01,1000,105200,12,5,0,0,100,0,0,1,2,100,0,0,0,0,01, 
11,01,AL,1,3625.7683,FL,01,09,01,14000,235000,15,5,0,0,100,0,0,1,2,60,20,20,0,0,01, 
11,01,AL,1,3625.7683, ,01,02,01,9000,12000,16,5,0,0,100,0,0,1,2,100,0,0,0,0,03, 
11,01,AL,1,3625.7683, ,01,06,01,17309,99249,.,5,0,0,100,0,0, ,7,.,.,.,.,.,04, 
11,01,AL,1,3625.7683, ,01,09,01,12000,128000,14,5,0,0,95,5,0,1,2,85,5,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,02,01,12000,23067,17.6,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683, ,01,03,01,20000,48715,17,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,04,01,12000,46000,18.9,5,0,0,100,0,0,1,7,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,09,01,14205,144205,15,1,0,0,0,100,0,2,2,100,0,0,0,0,01,06
11,01,AL,1,3625.7683,AL,01,10,01,31000,170000,21,5,0,0,100,0,0,1,2,100,0,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,16,01,8000,105000,14,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,09,01,15000,18910,.,5,0,0,100,0,0,1,2,50,50,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,07,01,17442,127000,16.5,5,0,0,100,0,0,1,2,98,2,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,05,01,13000,54500,25,5,0,0,100,0,0,2,2,65,20,12,0,3,06, 
11,01,AL,1,3625.7683, ,01,11,02,12293,145578,.,5,0,0,100,0,0, ,7,.,.,.,.,.,01, 
11,01,AL,1,3625.7683, ,01,12,01,10000,211000,20,5,0,0,100,0,0,2,3,0,100,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,14,01,8988,195899,20,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,04,03,18761,110000,20,5,0,0,100,0,0,2,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,02,01,20637,28000,14,5,0,0,100,0,0,1,2,90,0,0,5,0,04, 
11,01,AL,1,3625.7683,AL,01,03,01,20000,68000,20,5,0,0,100,0,0,1,3,0,95,0,0,5,06, 
11,01,AL,1,3625.7683,AL,01,09,01,14400,118542,26,5,0,0,100,0,0,2,2,99,0,1,0,0,04, 
11,01,AL,1,3625.7683, ,01,17,02,100,150424,15,5,0,0,100,0,0,2,7,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,12,01,17500,215375,23,5,0,0,100,0,0,2,2,90,7,2,1,0,15, 
11,01,AL,1,3625.7683,AL,01,17,01,5967,95478,22.4,5,0,0,95,5,0,1,2,90,0,0,0,0,18, 
11,01,AL,1,3625.7683,AL,01,17,03,4686,103845,10,1,0,0,0,100,0,2,2,65,0,5,0,0,04,03
11,01,AL,1,3625.7683, ,01,17,01,0,133205,.,6,.,.,.,.,.,2,8,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,16,01,6000,208000,14,5,0,0,100,0,0,2,2,65,23,2,0,0,04, 
11,01,AL,1,3625.7683, ,01,17,01,7750,140190,.,5,0,0,100,0,0,1,7,.,.,.,.,.,04, 
11,01,AL,1,3625.7683, ,01,03,02,18625,48715,.,5,0,0,100,0,0, ,7,.,.,.,.,.,15, 
11,01,AL,1,3625.7683, ,01,05,01,17240,84347,.,5,0,0,100,0,0,1,3,0,80,20,0,0,01, 
11,01,AL,1,3625.7683,AL,01,02,02,26000,62421,15,5,0,0,100,0,0,1,3,0,100,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,06,01,6000,45000,15,5,0,0,100,0,0,1,2,80,10,5,5,0,04, 
11,01,AL,1,3625.7683,AL,01,17,01,4000,190124,15.1,5,0,0,100,0,0,1,2,80,5,5,0,0,04, 
11,01,AL,1,3625.7683, ,01,11,01,10244,145578,.,6,.,.,.,.,., ,8,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,17,01,3500,219500,13,1,0,0,20,80,0,1,2,100,0,0,0,0,01,06
11,01,AL,1,3625.7683,AL,01,05,03,12000,106000,17,5,0,0,100,0,0,1,7,.,.,.,.,.,03, 
11,01,AL,1,3625.7683,AL,01,17,01,1000,146867,.,5,0,0,100,0,0,1,2,100,0,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,04,02,15000,54000,16,5,0,0,100,0,0,1,2,50,40,0,10,0,01, 
11,01,AL,1,3625.7683, ,01,17,01,6406,138601,.,5,0,0,100,0,0,1,7,.,.,.,.,.,06, 
11,01,AL,1,3625.7683,AL,01,03,01,30000,80000,25,1,0,0,0,100,0,1,2,80,0,0,0,0,01,03
11,01,AL,1,3625.7683,AL,01,10,01,18225,177831,17,1,0,0,20,80,0,1,2,80,15,5,0,0,01,07
11,01,AL,1,3625.7683,AL,01,17,01,2875,66671,14.1,5,0,0,100,0,0,1,3,0,100,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,11,02,10000,145578,25.9,5,0,0,90,10,0,1,2,40,10,30,10,0,01, 
11,01,AL,1,3625.7683,AL,01,06,01,12000,94000,22,5,0,0,100,0,0,2,2,50,45,0,0,0,04, 
11,01,AL,1,3625.7683, ,01,17,01,2000,133205,15,5,0,0,100,0,0,1,7,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,06,02,10000,68000,15.3,1,0,0,0,100,0,1,3,0,100,0,0,0,04,07
11,01,AL,1,3625.7683,AL,01,17,01,240,150424,.,5,0,0,100,0,0, ,7,.,.,.,.,.,04, 
11,01,AL,1,3625.7683,AL,01,17,01,6406,128000,.,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,03,01,8000,17000,15,5,0,0,100,0,0,1,2,90,0,0,10,0,18, 
11,01,AL,1,3625.7683,AL,01,09,01,12000,176000,15,5,0,0,100,0,0,2,2,100,0,0,0,0,15, 
11,01,AL,1,3625.7683,AL,01,16,02,9000,240000,24.9,5,0,0,99,1,0,2,2,59,1,0,0,0,09, 
11,01,AL,1,3625.7683,AL,01,07,02,10000,63000,21.5,5,0,0,100,0,0,2,2,100,0,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,11,01,12000,87000,17,5,0,0,100,0,0,1,2,80,15,0,5,0,01, 
11,01,AL,1,3625.7683,AL,01,01,02,20000,20000,16,5,0,0,100,0,0,1,2,80,5,5,5,5,01, 
11,01,AL,1,3625.7683,AL,01,13,01,4000,90384,20,5,0,0,100,0,0,1,7,.,.,.,.,.,04, 
11,01,AL,1,3625.7683,AL,01,06,01,31721,161721,16.5,1,0,0,10,90,0,1,2,50,35,0,0,0,06,03
11,01,AL,1,3625.7683,AL,01,17,01,10000,55000,10,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,17,02,500,178325,13,5,0,0,100,0,0,2,3,30,70,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,02,01,30800,56450,16.2,1,0,0,0,100,0,1,3,20,77,1,0,0,18,04
11,01,AL,1,3625.7683,AL,01,14,02,10000,133475,11,5,0,0,50,50,0,1,2,75,0,0,0,0,04, 
11,01,AL,1,3625.7683, ,01,17,01,0,152600,.,6,.,.,.,.,.,2,8,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,03,01,48000,80000,.,1,0,0,0,100,0,1,7,.,.,.,.,.,01,09
11,01,AL,1,3625.7683,AL,01,03,01,18625,32000,19,5,0,0,100,0,0,2,3,0,100,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,17,02,22000,247000,10,5,0,0,100,0,0,1,2,95,0,0,0,0,06, 
11,01,AL,1,3625.7683,AL,01,16,01,15000,149698,15,5,0,0,100,0,0,2,2,50,40,5,0,0,04, 
11,01,AL,1,3625.7683,AL,01,06,01,12500,135000,21,5,0,0,100,0,0,1,2,70,20,5,5,0,01, 
11,01,AL,1,3625.7683,AL,01,03,01,30000,53000,20,5,0,0,100,0,0,1,2,100,0,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,02,02,20000,45000,14,5,0,0,60,40,0,1,2,90,4,3,2,1,04, 
11,01,AL,1,3625.7683, ,01,03,01,18625,48715,.,5,0,0,100,0,0, ,7,.,.,.,.,.,06, 
11,01,AL,1,3625.7683, ,01,17,01,0,150424,.,6,.,.,.,.,., ,8,.,.,.,.,.,06, 
11,01,AL,1,3625.7683,AL,01,17,01,3000,150000,20.9,5,0,0,100,0,0,2,2,90,10,0,0,0,01, 
11,01,AL,1,3625.7683, ,01,17,01,0,152600,.,6,.,.,.,.,.,2,8,.,.,.,.,.,06, 
11,01,AL,1,3625.7683,AL,01,14,01,4000,133475,18.4,5,0,0,100,0,0,1,2,100,0,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,13,01,14000,128000,14.2,5,0,0,100,0,0,1,3,0,80,0,20,0,06, 
11,01,AL,1,3625.7683,AL,01,11,01,18000,145578,18.5,5,0,0,100,0,0,1,3,0,100,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,17,01,6000,200000,10,5,0,0,100,0,0,1,2,100,0,0,0,0,06, 
11,01,AL,1,3625.7683, ,01,17,01,958,150424,.,5,0,0,100,0,0, ,7,.,.,.,.,.,06, 
11,01,AL,1,3625.7683,AL,01,09,01,8000,130000,.,5,0,0,100,0,0,2,3,0,50,50,0,0,04, 
11,01,AL,1,3625.7683,AL,01,13,01,15000,109118,21,5,0,0,100,0,0,2,3,0,100,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,09,03,15000,109000,19,5,0,10,90,0,0,1,2,60,0,34,0,5,01, 
11,01,AL,1,3625.7683, ,01,17,01,0,129267,.,6,.,.,.,.,.,1,8,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,05,01,29747,80747,16,5,0,0,100,0,0,1,2,70,0,30,0,0,01, 
11,01,AL,1,3625.7683,AL,01,07,01,20000,104875,15.5,5,0,0,100,0,0,2,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,03,01,15000,15000,11,5,0,0,100,0,0,1,2,40,35,0,0,0,18, 
11,01,AL,1,3625.7683,AL,01,03,01,18000,75000,21,5,0,0,90,10,0,2,2,90,10,0,0,0,04, 
11,01,AL,1,3625.7683, ,01,12,01,13553,147705,.,5,0,0,100,0,0, ,7,.,.,.,.,.,04, 
11,01,AL,1,3625.7683,AL,01,17,01,1000,65000,13,5,0,0,100,0,0,2,2,75,0,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,14,02,600,226385,.,5,0,0,100,0,0,1,3,50,50,0,0,0,06, 
11,01,AL,1,3625.7683,AL,01,17,01,1000,146330,12.9,5,0,0,100,0,0,1,7,.,.,.,.,.,01, 
11,01,AL,1,3625.7683, ,01,17,02,958,150424,.,5,0,0,100,0,0, ,7,.,.,.,.,.,04, 
11,01,AL,1,3625.7683,AL,01,08,01,5000,66000,15,5,0,0,100,0,0,1,3,0,100,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,15,02,3000,110603,8.9,5,0,0,100,0,0,2,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,17,03,6000,138797,12,5,0,0,98,2,0,2,2,98,0,0,2,0,04, 
11,01,AL,1,3625.7683,AL,01,02,01,11020,34283,13.1,5,0,0,100,0,0,1,4,0,0,100,0,0,03, 
11,01,AL,1,3625.7683,AL,01,17,01,1000,149300,.,5,0,0,100,0,0,2,7,.,.,.,.,.,01, 
11,01,AL,1,3625.7683,AL,01,04,03,18300,76985,16,5,0,0,55,45,0,1,5,10,10,20,40,20,04, 
11,01,AL,1,3625.7683,AL,01,04,01,18127,89000,10,5,0,0,95,5,0,1,2,68,20,10,1,0,04, 
11,01,AL,1,3625.7683,AL,01,06,01,28182,94807,18.2,5,0,0,100,0,0,1,2,95,5,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,17,01,4000,125000,16,5,0,0,100,0,0,1,2,100,0,0,0,0,01, 
11,01,AL,1,3625.7683, ,01,01,01,12330,30841,.,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683, ,01,17,01,0,138601,.,6,.,.,.,.,.,1,8,.,.,.,.,.,06, 
11,01,AL,1,3625.7683,AL,01,08,01,5000,93000,13.8,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,11,01,1000,122000,17,5,0,0,100,0,0,1,2,100,0,0,0,0,06, 
11,01,AL,1,3625.7683,AL,01,07,02,4000,74156,21,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,17,01,39000,67000,20,5,0,0,100,0,0,1,2,80,0,0,20,0,18, 
11,01,AL,1,3625.7683,AL,01,02,01,15821,34283,.,5,0,0,100,0,0,1,2,75,25,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,05,01,11000,52000,14.5,5,0,0,100,0,0,1,2,80,20,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,05,02,2000,36014,13,5,0,0,100,0,0,1,2,95,5,0,0,0,15, 
11,01,AL,1,3625.7683,AL,01,12,02,3500,65000,20,5,0,0,100,0,0,1,2,100,0,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,04,01,12944,78127,14,5,0,0,100,0,0,1,2,100,0,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,02,01,20000,45000,19,5,0,0,100,0,0,1,2,95,0,5,0,0,01, 
11,01,AL,1,3625.7683,AL,01,10,01,15000,95838,18.5,5,0,0,100,0,0,1,2,95,0,5,0,0,03, 
11,01,AL,1,3625.7683,AL,01,07,02,6000,67000,20,5,0,0,100,0,0,1,2,100,0,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,04,01,9690,60000,18,5,0,0,100,0,0,1,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,09,02,30000,105334,17,5,0,0,100,0,0,1,3,5,95,0,0,0,03, 
11,01,AL,1,3625.7683, ,01,04,01,20000,104000,17,1,0,0,0,100,0,2,2,95,0,0,0,5,18, 
11,01,AL,1,3625.7683,AL,01,11,01,10000,132000,22,5,0,0,100,0,0,2,4,30,0,62,0,0,01, 
11,01,AL,1,3625.7683,AL,01,11,01,12000,183000,20,5,0,0,100,0,0,1,2,100,0,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,03,01,12500,43500,16,1,0,0,46,54,0,1,2,95,4,1,0,0,04,03
11,01,AL,1,3625.7683,AL,01,14,02,8000,235000,15.9,5,0,0,100,0,0,1,2,55,40,0,0,0,01, 
11,01,AL,1,3625.7683,AL,01,07,02,9719,88625,19,1,0,0,0,100,0,1,2,50,50,0,0,0,01,05
11,01,AL,1,3625.7683,AL,01,14,01,10786,133475,.,5,0,0,100,0,0,2,7,.,.,.,.,.,13, 
11,01,AL,1,3625.7683,AL,01,08,03,5000,87000,.,1,0,0,0,100,0,1,2,80,0,0,0,0,06,03
11,01,AL,1,3625.7683,AL,01,17,01,8000,132134,.,5,0,0,100,0,0,2,4,0,0,100,0,0,04, 
11,01,AL,1,3625.7683, ,01,14,02,10786,133475,.,5,0,0,100,0,0,1,2,50,0,0,0,0,03, 
11,01,AL,1,3625.7683,AL,01,06,01,8000,42000,16,5,0,0,100,0,0,1,4,0,0,100,0,0,04, 
11,01,AL,1,3625.7683,AL,01,09,01,15000,83020,12,1,0,0,8,92,0,2,2,90,10,0,0,0,04,12
11,01,AL,1,3625.7683, ,01,08,01,800,92000,16,5,0,0,100,0,0,2,2,100,0,0,0,0,04, 
11,01,AL,1,3625.7683,AL,01,06,01,15000,85000,17.5,5,0,0,100,0,0,1,2,90,5,3,2,0,06, 
11,01,AL,1,3625.7683,AL,01,08,01,50000,125513,20,1,0,0,0,100,0,1,3,5,95,0,0,0,15,09
11,01,AL,1,3625.7683,AL,01,13,01,9000,189000,17,5,0,0,100,0,0,2,2,90,10,0,0,0,15, 
